patrick-relaxed	prpp_c	6.3.5.4	R00483, R00578	r15bp_c	[[[["asp__L_c", 1], ["nh4_c", 1], ["prpp_c", 2]], [["asn__L_c", 1], ["ppi_c", 1], ["r15bp_c", 2]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["prpp_c", 2]], [["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1], ["r15bp_c", 2]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["prpp_c", 2]], [["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1], ["r15bp_c", 2]]], [[["asp__L_c", 16], ["gln__L_c", 16], ["h2o_c", 4], ["prpp_c", 19]], [["amp_c", 1], ["asn__L_c", 21], ["glu__D_c", 1], ["r15bp_c", 28]]], [[["asp__L_c", 16], ["gln__L_c", 16], ["h2o_c", 4], ["prpp_c", 19]], [["amp_c", 1], ["asn__L_c", 21], ["glu__L_c", 1], ["r15bp_c", 28]]]]
patrick-relaxed	pser__L_c	6.3.5.4	R00483, R00578	cid11409697	[[[["amp_c", 1], ["asn__L_c", 1], ["pser__L_c", 1]], [["asp__L_c", 1], ["cid11409697", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["pser__L_c", 1]], [["asp__L_c", 1], ["cid11409697", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["pser__L_c", 1]], [["asp__L_c", 1], ["cid11409697", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	pser__L_c	6.3.5.4	R00483, R00578	cid129891994	[[[["asn__L_c", 1], ["ppi_c", 1], ["pser__L_c", 1]], [["asp__L_c", 1], ["cid129891994", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1], ["pser__L_c", 1]], [["asp__L_c", 1], ["cid129891994", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1], ["pser__L_c", 1]], [["asp__L_c", 1], ["cid129891994", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	pydx5p_c	6.3.5.4	R00483, R00578	cid121867	[[[["amp_c", 1], ["asn__L_c", 1], ["pydx5p_c", 1]], [["asp__L_c", 1], ["cid121867", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["pydx5p_c", 1]], [["asp__L_c", 1], ["cid121867", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["pydx5p_c", 1]], [["asp__L_c", 1], ["cid121867", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	pydx5p_c	6.3.5.4	R00483, R00578	cid21852236	[[[["asn__L_c", 1], ["ppi_c", 1], ["pydx5p_c", 1]], [["asp__L_c", 1], ["cid21852236", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1], ["pydx5p_c", 1]], [["asp__L_c", 1], ["cid21852236", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1], ["pydx5p_c", 1]], [["asp__L_c", 1], ["cid21852236", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	pyr_c	2.6.1.66	R01215	3mob_c	[[[["pyr_c", 1], ["val__L_c", 1]], [["3mob_c", 1], ["ala__D_c", 1]]], [[["pyr_c", 1], ["val__L_c", 1]], [["3mob_c", 1], ["ala__L_c", 1]]]]
patrick-relaxed	pyr_c	2.6.1.66	R01215	ala__L_c, ala__D_c	[[[["pyr_c", 1], ["val__L_c", 1]], [["3mob_c", 1], ["ala__L_c", 1]]], [[["pyr_c", 1], ["val__L_c", 1]], [["3mob_c", 1], ["ala__D_c", 1]]]]
patrick-relaxed	pyr_c	4.3.1.17	R00220	ser__D_c, ser__L_c	[[[["nh4_c", 1], ["pyr_c", 1]], [["ser__D_c", 1]]], [[["nh4_c", 1], ["pyr_c", 1]], [["ser__L_c", 1]]]]
patrick-relaxed	pyr_c	4.3.1.19	R00220	ser__D_c, ser__L_c	[[[["nh4_c", 1], ["pyr_c", 1]], [["ser__D_c", 1]]], [[["nh4_c", 1], ["pyr_c", 1]], [["ser__L_c", 1]]]]
patrick-relaxed	r15bp_c	6.3.5.4	R00483, R00578	cid101207813	[[[["asn__L_c", 1], ["ppi_c", 1], ["r15bp_c", 1]], [["asp__L_c", 1], ["cid101207813", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1], ["r15bp_c", 1]], [["asp__L_c", 1], ["cid101207813", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1], ["r15bp_c", 1]], [["asp__L_c", 1], ["cid101207813", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	r15bp_c	6.3.5.4	R00483, R00578	cid42626433	[[[["amp_c", 1], ["asn__L_c", 1], ["r15bp_c", 1]], [["asp__L_c", 1], ["cid42626433", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["r15bp_c", 1]], [["asp__L_c", 1], ["cid42626433", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["r15bp_c", 1]], [["asp__L_c", 1], ["cid42626433", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	r1p_c	6.3.5.4	R00483, R00578	C01882	[[[["amp_c", 1], ["asn__L_c", 1], ["r1p_c", 1]], [["C01882", 1], ["asp__L_c", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["r1p_c", 1]], [["C01882", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["r1p_c", 1]], [["C01882", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	r1p_c	6.3.5.4	R00483, R00578	cid21969408	[[[["asn__L_c", 1], ["ppi_c", 1], ["r1p_c", 1]], [["asp__L_c", 1], ["cid21969408", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1], ["r1p_c", 1]], [["asp__L_c", 1], ["cid21969408", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1], ["r1p_c", 1]], [["asp__L_c", 1], ["cid21969408", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	r5p_c	6.3.5.4	R00483, R00578	C02884	[[[["asn__L_c", 1], ["ppi_c", 1], ["r5p_c", 1]], [["C02884", 1], ["asp__L_c", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1], ["r5p_c", 1]], [["C02884", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1], ["r5p_c", 1]], [["C02884", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	r5p_c	6.3.5.4	R00483, R00578	adprib_c	[[[["amp_c", 1], ["asn__L_c", 1], ["r5p_c", 1]], [["adprib_c", 1], ["asp__L_c", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["r5p_c", 1]], [["adprib_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["r5p_c", 1]], [["adprib_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	ru5p__D_c, ru5p__L_c, xu5p__L_c, xu5p__D_c	6.3.5.4	R00483, R00578	cid118796330	[[[["amp_c", 1], ["asn__L_c", 1], ["ru5p__D_c", 1]], [["asp__L_c", 1], ["cid118796330", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["ru5p__L_c", 1]], [["asp__L_c", 1], ["cid118796330", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["xu5p__L_c", 1]], [["asp__L_c", 1], ["cid118796330", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["xu5p__D_c", 1]], [["asp__L_c", 1], ["cid118796330", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["ru5p__D_c", 1]], [["asp__L_c", 1], ["cid118796330", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["ru5p__D_c", 1]], [["asp__L_c", 1], ["cid118796330", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["ru5p__L_c", 1]], [["asp__L_c", 1], ["cid118796330", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["ru5p__L_c", 1]], [["asp__L_c", 1], ["cid118796330", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["xu5p__L_c", 1]], [["asp__L_c", 1], ["cid118796330", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["xu5p__L_c", 1]], [["asp__L_c", 1], ["cid118796330", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["xu5p__D_c", 1]], [["asp__L_c", 1], ["cid118796330", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["xu5p__D_c", 1]], [["asp__L_c", 1], ["cid118796330", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	ru5p__D_c, ru5p__L_c, xu5p__L_c, xu5p__D_c	6.3.5.4	R00483, R00578	cid126564223	[[[["asn__L_c", 1], ["ppi_c", 1], ["ru5p__D_c", 1]], [["asp__L_c", 1], ["cid126564223", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["ppi_c", 1], ["ru5p__L_c", 1]], [["asp__L_c", 1], ["cid126564223", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["ppi_c", 1], ["xu5p__L_c", 1]], [["asp__L_c", 1], ["cid126564223", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["ppi_c", 1], ["xu5p__D_c", 1]], [["asp__L_c", 1], ["cid126564223", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1], ["ru5p__D_c", 1]], [["asp__L_c", 1], ["cid126564223", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1], ["ru5p__D_c", 1]], [["asp__L_c", 1], ["cid126564223", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1], ["ru5p__L_c", 1]], [["asp__L_c", 1], ["cid126564223", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1], ["ru5p__L_c", 1]], [["asp__L_c", 1], ["cid126564223", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1], ["xu5p__L_c", 1]], [["asp__L_c", 1], ["cid126564223", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1], ["xu5p__L_c", 1]], [["asp__L_c", 1], ["cid126564223", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1], ["xu5p__D_c", 1]], [["asp__L_c", 1], ["cid126564223", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1], ["xu5p__D_c", 1]], [["asp__L_c", 1], ["cid126564223", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	sarcs_c	2.6.1.85	R01716	cid151411	[[[["4adcho_c", 1], ["sarcs_c", 1]], [["chor_c", 1], ["cid151411", 1]]]]
patrick-relaxed	sarcs_c	4.3.2.10	R00256, R04558	cid151411	[[[["nh4_c", 1], ["sarcs_c", 1]], [["cid151411", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["sarcs_c", 1]], [["cid151411", 1], ["prlp_c", 1]]]]
patrick-relaxed	sarcs_c	6.3.5.4	R00256, R00483, R00578	cid151411	[[[["nh4_c", 1], ["sarcs_c", 1]], [["cid151411", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1], ["sarcs_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid151411", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["nh4_c", 1], ["sarcs_c", 1]], [["amp_c", 1], ["cid151411", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["sarcs_c", 1]], [["amp_c", 1], ["cid151411", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["sarcs_c", 1]], [["amp_c", 1], ["cid151411", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	sbt6p_c, galt1p_c, mnl1p_c	6.3.5.4	R00483, R00578	cid87207041	[[[["asn__L_c", 1], ["ppi_c", 1], ["sbt6p_c", 1]], [["asp__L_c", 1], ["cid87207041", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["galt1p_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid87207041", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["mnl1p_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid87207041", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1], ["sbt6p_c", 1]], [["asp__L_c", 1], ["cid87207041", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1], ["sbt6p_c", 1]], [["asp__L_c", 1], ["cid87207041", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["galt1p_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid87207041", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["galt1p_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid87207041", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__D_c", 1], ["mnl1p_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid87207041", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__L_c", 1], ["mnl1p_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid87207041", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	ser__D_c, ser__L_c	4.3.1.17	R00220	pyr_c	[[[["ser__D_c", 1]], [["nh4_c", 1], ["pyr_c", 1]]], [[["ser__L_c", 1]], [["nh4_c", 1], ["pyr_c", 1]]]]
patrick-relaxed	ser__D_c, ser__L_c	4.3.1.19	R00220	pyr_c	[[[["ser__D_c", 1]], [["nh4_c", 1], ["pyr_c", 1]]], [[["ser__L_c", 1]], [["nh4_c", 1], ["pyr_c", 1]]]]
patrick-relaxed	skm_c	2.6.1.85	R01716	cid10855972	[[[["gln__L_c", 1], ["skm_c", 1]], [["cid10855972", 1], ["glu__D_c", 1]]], [[["gln__L_c", 1], ["skm_c", 1]], [["cid10855972", 1], ["glu__L_c", 1]]]]
patrick-relaxed	sucarg_c	2.6.1.85	R01716	cid88357959	[[[["4adcho_c", 1], ["sucarg_c", 1]], [["chor_c", 1], ["cid88357959", 1]]]]
patrick-relaxed	sucarg_c	4.3.2.10	R00256, R04558	cid88357959	[[[["nh4_c", 1], ["sucarg_c", 1]], [["cid88357959", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["sucarg_c", 1]], [["cid88357959", 1], ["prlp_c", 1]]]]
patrick-relaxed	sucarg_c	6.3.5.4	R00256, R00578	cid88357959	[[[["nh4_c", 1], ["sucarg_c", 1]], [["cid88357959", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1], ["sucarg_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid88357959", 1], ["h2o_c", 1]]]]
patrick-relaxed	sucbz_c	2.6.1.85	R01716	cid57267497	[[[["4adcho_c", 1], ["sucbz_c", 1]], [["chor_c", 1], ["cid57267497", 1]]]]
patrick-relaxed	sucbz_c	4.3.2.10	R00256, R04558	cid57267497	[[[["nh4_c", 1], ["sucbz_c", 1]], [["cid57267497", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["sucbz_c", 1]], [["cid57267497", 1], ["prlp_c", 1]]]]
patrick-relaxed	sucbz_c	6.3.5.4	R00256, R00483, R00578	cid57267497	[[[["nh4_c", 1], ["sucbz_c", 1]], [["cid57267497", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1], ["sucbz_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid57267497", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["nh4_c", 1], ["sucbz_c", 1]], [["amp_c", 1], ["cid57267497", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["sucbz_c", 1]], [["amp_c", 1], ["cid57267497", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["sucbz_c", 1]], [["amp_c", 1], ["cid57267497", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	sucglu_c	2.6.1.85	R01716	cid118617587	[[[["4adcho_c", 1], ["sucglu_c", 1]], [["chor_c", 1], ["cid118617587", 1]]]]
patrick-relaxed	sucglu_c	2.6.1.85	R01716	cid22096691	[[[["4adcho_c", 1], ["sucglu_c", 1]], [["chor_c", 1], ["cid22096691", 1]]]]
patrick-relaxed	sucglu_c	4.3.2.10	R00256, R04558	cid118617587	[[[["nh4_c", 1], ["sucglu_c", 1]], [["cid118617587", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["sucglu_c", 1]], [["cid118617587", 1], ["prlp_c", 1]]]]
patrick-relaxed	sucglu_c	4.3.2.10	R00256, R04558	cid22096691	[[[["nh4_c", 1], ["sucglu_c", 1]], [["cid22096691", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["sucglu_c", 1]], [["cid22096691", 1], ["prlp_c", 1]]]]
patrick-relaxed	sucglu_c	6.3.5.4	R00256, R00483, R00578	cid118617587	[[[["nh4_c", 1], ["sucglu_c", 1]], [["cid118617587", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1], ["sucglu_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid118617587", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["nh4_c", 1], ["sucglu_c", 1]], [["amp_c", 1], ["cid118617587", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["sucglu_c", 1]], [["amp_c", 1], ["cid118617587", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["sucglu_c", 1]], [["amp_c", 1], ["cid118617587", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	sucglu_c	6.3.5.4	R00256, R00483, R00578	cid22096691	[[[["nh4_c", 1], ["sucglu_c", 1]], [["cid22096691", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1], ["sucglu_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid22096691", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["nh4_c", 1], ["sucglu_c", 1]], [["amp_c", 1], ["cid22096691", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["sucglu_c", 1]], [["amp_c", 1], ["cid22096691", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["sucglu_c", 1]], [["amp_c", 1], ["cid22096691", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	sucsal_c	2.6.1.85	R01716	cid20096805	[[[["4adcho_c", 1], ["sucsal_c", 1]], [["chor_c", 1], ["cid20096805", 1]]]]
patrick-relaxed	sucsal_c	4.3.2.10	R00256, R04558	cid20096805	[[[["nh4_c", 1], ["sucsal_c", 1]], [["cid20096805", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["sucsal_c", 1]], [["cid20096805", 1], ["prlp_c", 1]]]]
patrick-relaxed	sucsal_c	6.3.5.4	R00256, R00483, R00578	cid20096805	[[[["nh4_c", 1], ["sucsal_c", 1]], [["cid20096805", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1], ["sucsal_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid20096805", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["nh4_c", 1], ["sucsal_c", 1]], [["amp_c", 1], ["cid20096805", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["sucsal_c", 1]], [["amp_c", 1], ["cid20096805", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["sucsal_c", 1]], [["amp_c", 1], ["cid20096805", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	sulfac_c	2.6.1.85	R01716	cid10130107	[[[["4adcho_c", 1], ["sulfac_c", 1]], [["chor_c", 1], ["cid10130107", 1]]]]
patrick-relaxed	sulfac_c	4.3.2.10	R00256, R04558	cid10130107	[[[["nh4_c", 1], ["sulfac_c", 1]], [["cid10130107", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["sulfac_c", 1]], [["cid10130107", 1], ["prlp_c", 1]]]]
patrick-relaxed	sulfac_c	6.3.5.4	R00256, R00483, R00578	cid10130107	[[[["nh4_c", 1], ["sulfac_c", 1]], [["cid10130107", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1], ["sulfac_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid10130107", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["nh4_c", 1], ["sulfac_c", 1]], [["amp_c", 1], ["cid10130107", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["sulfac_c", 1]], [["amp_c", 1], ["cid10130107", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["sulfac_c", 1]], [["amp_c", 1], ["cid10130107", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	tdcoa_c	6.3.5.4	R00483, R00578	cid119058171	[[[["asp__L_c", 11], ["nh4_c", 11], ["tdcoa_c", 2]], [["asn__L_c", 16], ["cid119058171", 2], ["ppi_c", 2]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 11], ["tdcoa_c", 2]], [["asn__L_c", 6], ["cid119058171", 2], ["glu__D_c", 1], ["ppi_c", 2]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 11], ["tdcoa_c", 2]], [["asn__L_c", 6], ["cid119058171", 2], ["glu__L_c", 1], ["ppi_c", 2]]]]
patrick-relaxed	thmmp_c	6.3.5.4	R00483, R00578	C03028	[[[["asn__L_c", 1], ["ppi_c", 1], ["thmmp_c", 1]], [["C03028", 1], ["asp__L_c", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1], ["thmmp_c", 1]], [["C03028", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1], ["thmmp_c", 1]], [["C03028", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	thmpp_c	6.3.5.4	R00483, R00578	C01081	[[[["asp__L_c", 1], ["nh4_c", 1], ["thmpp_c", 2]], [["C01081", 2], ["asn__L_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["thmpp_c", 2]], [["C01081", 2], ["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1], ["thmpp_c", 2]], [["C01081", 2], ["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	thr__L_c, athr__L_c	2.6.1.66	R01215	cid15284009	[[[["pyr_c", 1], ["thr__L_c", 1]], [["ala__D_c", 1], ["cid15284009", 1]]], [[["pyr_c", 1], ["thr__L_c", 1]], [["ala__L_c", 1], ["cid15284009", 1]]], [[["athr__L_c", 1], ["pyr_c", 1]], [["ala__D_c", 1], ["cid15284009", 1]]], [[["athr__L_c", 1], ["pyr_c", 1]], [["ala__L_c", 1], ["cid15284009", 1]]]]
patrick-relaxed	thr__L_c, athr__L_c	4.3.1.19	R00996	2obut_c	[[[["thr__L_c", 1]], [["2obut_c", 1], ["nh4_c", 1]]], [[["athr__L_c", 1]], [["2obut_c", 1], ["nh4_c", 1]]]]
patrick-relaxed	u3aga_c	6.3.5.4	R00483, R00578	cid70441106	[[[["asp__L_c", 144], ["nh4_c", 304], ["u3aga_c", 88]], [["asn__L_c", 309], ["cid70441106", 94], ["ppi_c", 41]]], [[["asp__L_c", 1], ["gln__L_c", 3], ["h2o_c", 7], ["u3aga_c", 2]], [["asn__L_c", 3], ["cid70441106", 2], ["glu__D_c", 5], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gln__L_c", 3], ["h2o_c", 7], ["u3aga_c", 2]], [["asn__L_c", 3], ["cid70441106", 2], ["glu__L_c", 5], ["ppi_c", 1]]]]
patrick-relaxed	u3aga_c	6.3.5.4	R00483, R00578	ump_c	[[[["asp__L_c", 80], ["gln__L_c", 6], ["h2o_c", 5], ["u3aga_c", 6]], [["asn__L_c", 1], ["glu__D_c", 92], ["ppi_c", 2], ["ump_c", 8]]], [[["asp__L_c", 80], ["gln__L_c", 6], ["h2o_c", 5], ["u3aga_c", 6]], [["asn__L_c", 1], ["glu__L_c", 92], ["ppi_c", 2], ["ump_c", 8]]]]
