patrick-relaxed	S2hglut_c	4.3.2.10	R00256, R04558	cid10103306	[[[["S2hglut_c", 1], ["nh4_c", 1]], [["cid10103306", 1], ["h2o_c", 1]]], [[["S2hglut_c", 1], ["aicar_c", 1], ["eig3p_c", 1]], [["cid10103306", 1], ["prlp_c", 1]]]]
patrick-relaxed	S2hglut_c	4.3.2.10	R04558	prlp_c	[[[["S2hglut_c", 1], ["aicar_c", 2], ["eig3p_c", 2]], [["gln__L_c", 1], ["prlp_c", 2]]]]
patrick-relaxed	S2hglut_c	6.3.5.4	R00256, R00483, R00578	cid10103306	[[[["S2hglut_c", 1], ["nh4_c", 1]], [["cid10103306", 1], ["h2o_c", 1]]], [[["S2hglut_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid10103306", 1], ["h2o_c", 1]]], [[["S2hglut_c", 1], ["atp_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid10103306", 1], ["ppi_c", 1]]], [[["S2hglut_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid10103306", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["S2hglut_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid10103306", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	acac_c	2.6.1.66	R01215	3mob_c	[[[["acac_c", 2], ["val__L_c", 1]], [["3mob_c", 2], ["ala__D_c", 1]]], [[["acac_c", 2], ["val__L_c", 1]], [["3mob_c", 2], ["ala__L_c", 1]]]]
patrick-relaxed	acac_c	2.6.1.66	R01215	pyr_c	[[[["acac_c", 2], ["ala__D_c", 1]], [["pyr_c", 2], ["val__L_c", 1]]], [[["acac_c", 2], ["ala__L_c", 1]], [["pyr_c", 2], ["val__L_c", 1]]]]
patrick-relaxed	acac_c	2.6.1.85	R01716	C11106	[[[["4adcho_c", 1], ["acac_c", 1]], [["C11106", 1], ["chor_c", 1]]]]
patrick-relaxed	acac_c	4.3.1.19	R00996	thr__L_c, athr__L_c	[[[["acac_c", 1], ["nh4_c", 1]], [["thr__L_c", 1]]], [[["acac_c", 1], ["nh4_c", 1]], [["athr__L_c", 1]]]]
patrick-relaxed	acac_c	4.3.2.10	R00256, R04558	C11106	[[[["acac_c", 1], ["nh4_c", 1]], [["C11106", 1], ["h2o_c", 1]]], [[["acac_c", 1], ["aicar_c", 1], ["eig3p_c", 1]], [["C11106", 1], ["prlp_c", 1]]]]
patrick-relaxed	acac_c	6.3.5.4	R00256, R00483, R00578	C11106	[[[["acac_c", 1], ["nh4_c", 1]], [["C11106", 1], ["h2o_c", 1]]], [[["acac_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1]], [["C11106", 1], ["asp__L_c", 1], ["atp_c", 1], ["h2o_c", 1]]], [[["acac_c", 1], ["atp_c", 1], ["nh4_c", 1]], [["C11106", 1], ["amp_c", 1], ["ppi_c", 1]]], [[["acac_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["C11106", 1], ["amp_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["acac_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["C11106", 1], ["amp_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	accoa_c	6.3.5.4	R00483, R00578	C03725	[[[["accoa_c", 2], ["asp__L_c", 11], ["nh4_c", 11]], [["C03725", 2], ["asn__L_c", 16], ["ppi_c", 2]]], [[["accoa_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 11]], [["C03725", 2], ["asn__L_c", 6], ["glu__D_c", 1], ["ppi_c", 2]]], [[["accoa_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 11]], [["C03725", 2], ["asn__L_c", 6], ["glu__L_c", 1], ["ppi_c", 2]]]]
patrick-relaxed	acgam1p_c	6.3.5.4	R00483, R00578	cid101362601	[[[["acgam1p_c", 1], ["amp_c", 1], ["asn__L_c", 1]], [["asp__L_c", 1], ["cid101362601", 1], ["nh4_c", 1]]], [[["acgam1p_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1]], [["asp__L_c", 1], ["cid101362601", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["acgam1p_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1]], [["asp__L_c", 1], ["cid101362601", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	acon_C_c, acon_T_c	2.6.1.85	R01716	cid129713180	[[[["4adcho_c", 1], ["acon_C_c", 1]], [["chor_c", 1], ["cid129713180", 1]]], [[["4adcho_c", 1], ["acon_T_c", 1]], [["chor_c", 1], ["cid129713180", 1]]]]
patrick-relaxed	acon_C_c, acon_T_c	4.3.2.10	R00256, R04558	cid129713180	[[[["acon_C_c", 1], ["nh4_c", 1]], [["cid129713180", 1], ["h2o_c", 1]]], [[["acon_T_c", 1], ["nh4_c", 1]], [["cid129713180", 1], ["h2o_c", 1]]], [[["acon_C_c", 1], ["aicar_c", 1], ["eig3p_c", 1]], [["cid129713180", 1], ["prlp_c", 1]]], [[["acon_T_c", 1], ["aicar_c", 1], ["eig3p_c", 1]], [["cid129713180", 1], ["prlp_c", 1]]]]
patrick-relaxed	acon_C_c, acon_T_c	6.3.5.4	R00256, R00483, R00578	cid129713180	[[[["acon_C_c", 1], ["nh4_c", 1]], [["cid129713180", 1], ["h2o_c", 1]]], [[["acon_T_c", 1], ["nh4_c", 1]], [["cid129713180", 1], ["h2o_c", 1]]], [[["acon_C_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid129713180", 1], ["h2o_c", 1]]], [[["acon_T_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid129713180", 1], ["h2o_c", 1]]], [[["acon_C_c", 1], ["atp_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid129713180", 1], ["ppi_c", 1]]], [[["acon_T_c", 1], ["atp_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid129713180", 1], ["ppi_c", 1]]], [[["acon_C_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid129713180", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["acon_C_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid129713180", 1], ["glu__L_c", 1], ["ppi_c", 1]]], [[["acon_T_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid129713180", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["acon_T_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid129713180", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	acser_c	2.6.1.85	R01716	chor_c	[[[["4adcho_c", 1], ["acser_c", 1]], [["chor_c", 1], ["gln__L_c", 1]]]]
patrick-relaxed	acser_c	4.3.2.10	R04558	prlp_c	[[[["acser_c", 1], ["aicar_c", 1], ["eig3p_c", 1]], [["gln__L_c", 1], ["prlp_c", 1]]]]
patrick-relaxed	actp_c	6.3.5.4	R00483, R00578	cid59701706	[[[["actp_c", 1], ["amp_c", 1], ["asn__L_c", 1]], [["asp__L_c", 1], ["cid59701706", 1], ["nh4_c", 1]]], [[["actp_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1]], [["asp__L_c", 1], ["cid59701706", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["actp_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1]], [["asp__L_c", 1], ["cid59701706", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	adp_c	6.3.5.4	R00483, R00578	amp_c	[[[["adp_c", 2], ["asp__L_c", 1], ["nh4_c", 1]], [["amp_c", 2], ["asn__L_c", 1], ["ppi_c", 1]]], [[["adp_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 2], ["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["adp_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 2], ["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	adpglc_c	6.3.5.4	R00483, R00578	amp_c	[[[["adpglc_c", 2], ["asp__L_c", 3], ["gln__L_c", 3], ["h2o_c", 1]], [["amp_c", 2], ["asn__L_c", 1], ["glu__D_c", 7], ["ppi_c", 1]]], [[["adpglc_c", 2], ["asp__L_c", 3], ["gln__L_c", 3], ["h2o_c", 1]], [["amp_c", 2], ["asn__L_c", 1], ["glu__L_c", 7], ["ppi_c", 1]]]]
patrick-relaxed	adpglc_c	6.3.5.4	R00483, R00578	g1p_c, man1p_c, gal1p_c	[[[["adpglc_c", 1], ["asp__L_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["g1p_c", 1]]], [[["adpglc_c", 1], ["asp__L_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["man1p_c", 1]]], [[["adpglc_c", 1], ["asp__L_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["gal1p_c", 1]]], [[["adpglc_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["g1p_c", 1], ["glu__D_c", 1]]], [[["adpglc_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["g1p_c", 1], ["glu__L_c", 1]]], [[["adpglc_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["man1p_c", 1]]], [[["adpglc_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["man1p_c", 1]]], [[["adpglc_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["gal1p_c", 1], ["glu__D_c", 1]]], [[["adpglc_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["gal1p_c", 1], ["glu__L_c", 1]]], [[["adpglc_c", 2], ["asp__L_c", 10], ["nh4_c", 10]], [["asn__L_c", 15], ["g1p_c", 2], ["ppi_c", 1]]], [[["adpglc_c", 2], ["asp__L_c", 10], ["nh4_c", 10]], [["asn__L_c", 15], ["man1p_c", 2], ["ppi_c", 1]]], [[["adpglc_c", 2], ["asp__L_c", 10], ["nh4_c", 10]], [["asn__L_c", 15], ["gal1p_c", 2], ["ppi_c", 1]]], [[["adpglc_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 10]], [["asn__L_c", 6], ["g1p_c", 2], ["glu__D_c", 1], ["ppi_c", 1]]], [[["adpglc_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 10]], [["asn__L_c", 6], ["g1p_c", 2], ["glu__L_c", 1], ["ppi_c", 1]]], [[["adpglc_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 10]], [["asn__L_c", 6], ["glu__D_c", 1], ["man1p_c", 2], ["ppi_c", 1]]], [[["adpglc_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 10]], [["asn__L_c", 6], ["glu__L_c", 1], ["man1p_c", 2], ["ppi_c", 1]]], [[["adpglc_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 10]], [["asn__L_c", 6], ["gal1p_c", 2], ["glu__D_c", 1], ["ppi_c", 1]]], [[["adpglc_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 10]], [["asn__L_c", 6], ["gal1p_c", 2], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	adphep_DD_c, adphep_LD_c	6.3.5.4	R00483, R00578	amp_c	[[[["adphep_DD_c", 3], ["asp__L_c", 2], ["gln__L_c", 2], ["h2o_c", 5]], [["amp_c", 2], ["asn__L_c", 1], ["glu__D_c", 9], ["ppi_c", 2]]], [[["adphep_DD_c", 3], ["asp__L_c", 2], ["gln__L_c", 2], ["h2o_c", 5]], [["amp_c", 2], ["asn__L_c", 1], ["glu__L_c", 9], ["ppi_c", 2]]], [[["adphep_LD_c", 3], ["asp__L_c", 2], ["gln__L_c", 2], ["h2o_c", 5]], [["amp_c", 2], ["asn__L_c", 1], ["glu__D_c", 9], ["ppi_c", 2]]], [[["adphep_LD_c", 3], ["asp__L_c", 2], ["gln__L_c", 2], ["h2o_c", 5]], [["amp_c", 2], ["asn__L_c", 1], ["glu__L_c", 9], ["ppi_c", 2]]]]
patrick-relaxed	adphep_DD_c, adphep_LD_c	6.3.5.4	R00483, R00578	gmhep1p_c	[[[["adphep_DD_c", 1], ["asp__L_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["gmhep1p_c", 1]]], [[["adphep_LD_c", 1], ["asp__L_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["gmhep1p_c", 1]]], [[["adphep_DD_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["gmhep1p_c", 1]]], [[["adphep_DD_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["gmhep1p_c", 1]]], [[["adphep_LD_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["gmhep1p_c", 1]]], [[["adphep_LD_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["gmhep1p_c", 1]]], [[["adphep_DD_c", 2], ["asp__L_c", 10], ["nh4_c", 10]], [["asn__L_c", 15], ["gmhep1p_c", 2], ["ppi_c", 1]]], [[["adphep_LD_c", 2], ["asp__L_c", 10], ["nh4_c", 10]], [["asn__L_c", 15], ["gmhep1p_c", 2], ["ppi_c", 1]]], [[["adphep_DD_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 10]], [["asn__L_c", 6], ["glu__D_c", 1], ["gmhep1p_c", 2], ["ppi_c", 1]]], [[["adphep_DD_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 10]], [["asn__L_c", 6], ["glu__L_c", 1], ["gmhep1p_c", 2], ["ppi_c", 1]]], [[["adphep_LD_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 10]], [["asn__L_c", 6], ["glu__D_c", 1], ["gmhep1p_c", 2], ["ppi_c", 1]]], [[["adphep_LD_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 10]], [["asn__L_c", 6], ["glu__L_c", 1], ["gmhep1p_c", 2], ["ppi_c", 1]]]]
patrick-relaxed	adprib_c	6.3.5.4	R00483, R00578	amp_c	[[[["adprib_c", 3], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 6]], [["amp_c", 2], ["asn__L_c", 1], ["glu__D_c", 6], ["ppi_c", 2]]], [[["adprib_c", 3], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 6]], [["amp_c", 2], ["asn__L_c", 1], ["glu__L_c", 6], ["ppi_c", 2]]]]
patrick-relaxed	adprib_c	6.3.5.4	R00483, R00578	r5p_c	[[[["adprib_c", 1], ["asp__L_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["r5p_c", 1]]], [[["adprib_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["r5p_c", 1]]], [[["adprib_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["r5p_c", 1]]], [[["adprib_c", 2], ["asp__L_c", 10], ["nh4_c", 10]], [["asn__L_c", 15], ["ppi_c", 1], ["r5p_c", 2]]], [[["adprib_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 10]], [["asn__L_c", 6], ["glu__D_c", 1], ["ppi_c", 1], ["r5p_c", 2]]], [[["adprib_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 10]], [["asn__L_c", 6], ["glu__L_c", 1], ["ppi_c", 1], ["r5p_c", 2]]]]
patrick-relaxed	ahdt_c, dhmptp_c	6.3.5.4	R00483, R00578	dhpmp_c	[[[["ahdt_c", 1], ["asp__L_c", 1], ["nh4_c", 1]], [["asn__L_c", 1], ["dhpmp_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dhmptp_c", 1], ["nh4_c", 1]], [["asn__L_c", 1], ["dhpmp_c", 1], ["ppi_c", 1]]], [[["ahdt_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dhpmp_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["ahdt_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dhpmp_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dhmptp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dhpmp_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dhmptp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dhpmp_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	aicar_c	4.3.2.10	R04558	prlp_c	[[[["aicar_c", 1], ["eig3p_c", 1], ["glu__D_c", 1]], [["gln__L_c", 1], ["prlp_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["glu__L_c", 1]], [["gln__L_c", 1], ["prlp_c", 1]]]]
patrick-relaxed	aicar_c	6.3.5.4	R00483, R00578	cid101232080	[[[["aicar_c", 1], ["amp_c", 1], ["asn__L_c", 1]], [["asp__L_c", 1], ["cid101232080", 1], ["nh4_c", 1]]], [[["aicar_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1]], [["asp__L_c", 1], ["cid101232080", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1]], [["asp__L_c", 1], ["cid101232080", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	aicar_c	6.3.5.4	R00483, R00578	cid128476	[[[["aicar_c", 1], ["asn__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid128476", 1], ["nh4_c", 1]]], [[["aicar_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid128476", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid128476", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	ala_B_c	2.6.1.85	R01716	C19779	[[[["4adcho_c", 1], ["ala_B_c", 1]], [["C19779", 1], ["chor_c", 1]]]]
patrick-relaxed	ala_B_c	4.3.2.10	R00256, R04558	C19779	[[[["ala_B_c", 1], ["nh4_c", 1]], [["C19779", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["ala_B_c", 1], ["eig3p_c", 1]], [["C19779", 1], ["prlp_c", 1]]]]
patrick-relaxed	ala_B_c	6.3.5.4	R00256, R00483, R00578	C19779	[[[["ala_B_c", 1], ["nh4_c", 1]], [["C19779", 1], ["h2o_c", 1]]], [[["ala_B_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1]], [["C19779", 1], ["asp__L_c", 1], ["atp_c", 1], ["h2o_c", 1]]], [[["ala_B_c", 1], ["atp_c", 1], ["nh4_c", 1]], [["C19779", 1], ["amp_c", 1], ["ppi_c", 1]]], [[["ala_B_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["C19779", 1], ["amp_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["ala_B_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["C19779", 1], ["amp_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	ala__L_c, ala__D_c	2.6.1.66	R01215	pyr_c	[[[["3mob_c", 1], ["ala__L_c", 1]], [["pyr_c", 1], ["val__L_c", 1]]], [[["3mob_c", 1], ["ala__D_c", 1]], [["pyr_c", 1], ["val__L_c", 1]]]]
patrick-relaxed	ala__L_c, ala__D_c	2.6.1.66	R01215	val__L_c	[[[["3mob_c", 1], ["ala__L_c", 1]], [["pyr_c", 1], ["val__L_c", 1]]], [[["3mob_c", 1], ["ala__D_c", 1]], [["pyr_c", 1], ["val__L_c", 1]]]]
patrick-relaxed	alltn_c	6.3.5.4	R00578	gln__L_c	[[[["alltn_c", 3], ["amp_c", 1], ["glu__D_c", 10], ["ppi_c", 4]], [["asp__L_c", 8], ["atp_c", 3], ["gln__L_c", 2], ["h2o_c", 7]]], [[["alltn_c", 3], ["amp_c", 1], ["glu__L_c", 10], ["ppi_c", 4]], [["asp__L_c", 8], ["atp_c", 3], ["gln__L_c", 2], ["h2o_c", 7]]]]
patrick-relaxed	alltt_c	6.3.5.4	R00578	gln__L_c	[[[["alltt_c", 3], ["amp_c", 1], ["glu__D_c", 10], ["ppi_c", 4]], [["asp__L_c", 8], ["atp_c", 3], ["gln__L_c", 2], ["h2o_c", 10]]], [[["alltt_c", 3], ["amp_c", 1], ["glu__L_c", 10], ["ppi_c", 4]], [["asp__L_c", 8], ["atp_c", 3], ["gln__L_c", 2], ["h2o_c", 10]]]]
patrick-relaxed	amp_c	6.3.5.4	R00483, R00578	atp_c	[[[["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	amp_c	6.3.5.4	R00483, R00578	cid11814433	[[[["amp_c", 1], ["amp_c", 1], ["asn__L_c", 1]], [["asp__L_c", 1], ["cid11814433", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1]], [["asp__L_c", 1], ["cid11814433", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1]], [["asp__L_c", 1], ["cid11814433", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	ap4a_c	6.3.5.4	R00483, R00578	amp_c	[[[["ap4a_c", 1], ["asp__L_c", 2], ["nh4_c", 2]], [["amp_c", 2], ["asn__L_c", 2], ["ppi_c", 1]]], [[["ap4a_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 2]], [["amp_c", 2], ["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["ap4a_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 2]], [["amp_c", 2], ["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	ap5a_c	6.3.5.4	R00483, R00578	amp_c	[[[["ap5a_c", 2], ["asp__L_c", 5], ["nh4_c", 5]], [["amp_c", 4], ["asn__L_c", 5], ["ppi_c", 3]]], [[["ap5a_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 5]], [["amp_c", 4], ["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 3]]], [[["ap5a_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 5]], [["amp_c", 4], ["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 3]]]]
patrick-relaxed	ara5p_c	6.3.5.4	R00483, R00578	cid124511170	[[[["amp_c", 1], ["ara5p_c", 1], ["asn__L_c", 1]], [["asp__L_c", 1], ["cid124511170", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["ara5p_c", 1], ["asn__L_c", 1], ["glu__D_c", 1]], [["asp__L_c", 1], ["cid124511170", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["ara5p_c", 1], ["asn__L_c", 1], ["glu__L_c", 1]], [["asp__L_c", 1], ["cid124511170", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	ara5p_c	6.3.5.4	R00483, R00578	cid126463	[[[["ara5p_c", 1], ["asn__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid126463", 1], ["nh4_c", 1]]], [[["ara5p_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid126463", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["ara5p_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid126463", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	asn__L_c	2.6.1.85	R01716	asp__L_c	[[[["asn__L_c", 1], ["chor_c", 1]], [["4adcho_c", 1], ["asp__L_c", 1]]]]
patrick-relaxed	asn__L_c	4.3.2.10	R00256, R04558	asp__L_c	[[[["asn__L_c", 1], ["h2o_c", 1]], [["asp__L_c", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["prlp_c", 1]], [["aicar_c", 1], ["asp__L_c", 1], ["eig3p_c", 1]]]]
patrick-relaxed	asn__L_c	6.3.5.4	R00256, R00483, R00578	asp__L_c	[[[["asn__L_c", 1], ["h2o_c", 1]], [["asp__L_c", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
